2	Too much serious discussion going on.. Time for some humour; but some newer jokes please ....... A man walks into a doctor's office. He has a cucumber up his nose; a carrot in his left ear and a banana in his right ear. ""What's the matter with me?"" he asks the doctor. The doctor replies; ""You're not eating properly."""
0	Having read a lot about about the 'hectic' driving in Doha I was wondering whether car insurance is quite costly. I'm a 25 year old male from the UK and I've never made a claim; am I likely to be paying through the roof to insure my V8 4x4 that I intend to buy when I move to Doha next month?
2	Q1> Suppose if u get a chance to be woman if u r man or vice versa then what bad thing u will remove from each other itself? My question is that if u become man from women then what will u remove bad thing regading women from ur habit as a being man or vice versa.......? ""IMPOSSIBLE"" : it self says I M POSSIBLE ! Gotcha"
2	Why is there no "" Its weekend OR Happy weekend"" thread posted today in QL? Its strange not to have a reminder. I thought at least pajju or FU would never forget to post that one. But..............anyways; Happy Weekend everyone! P.S: I know its not funny but still.......:-)))"
2	Dear Qatar....I am confused...Whenever i go around i c every single girl holding a hand...Is der any more ladies down in doha living single...lol...!!!!i was soo bored..soo thought of some topic and this topic came down...So reply....
0	I want to bring my family from India. I have a 1 yr old baby too. Please advise me about documents requirement for residence visa of family. Thanking you by advance.
0	hey guys hello im new to this forum and i just want to start a good topic as most of you here are ex patriates i want to ask what you think about Qataris as a whole group please be sincere but not offensive and thank you
1	Can anyone please tell me if there is any after school program and summer camp in Doha? -- for a grade two girl (seven years old).
1	Please anone explain me regading Homoglobin bcz Doctor told me your homoglobin is low! thanks
2	As it turned out; my pre-26th year anniversary gift to my wife turned very well. Our visit to SBR was almost perfect. Good weather; nice and hospitable staff; good food and drinks; warm water at the pool and warmer water at the sea; what could anyone ask more for? I recommend that place; HIGHLY!
0	Hello all ; hope all is well I am trying to enroll my 2 children in Gulf English School in Algarraffa area; anyone knows anything about the school? there is no annual school reports system in Doha to read and compare english schools. I am single mum originally from the Middle East; but my children lived and educated in the UK and have very good english background; your help will be highly apprecited. thanking you susan
1	I will soon marry a Qatari man and live in Doha. Recently I was told that once I am married and in Qatar that I will not be allowed to travel back to the USA or any country without my husbands permission. Can someone tell me if this is correct? I have tried researching this but have not found any definite information. Also; if there are any American women married to a Qatari on QL; I would love to ask more questions. Thank you
0	Dear QL members; Good morning!! I have just moved in from Dubai and want to admit my child for grade 4 under cbse syllabi. Am not sure if birla is  good  or doha modern indian school?? Would be grateful if u members; with your kids in either school give me feed back  on this. And  the admissions are easily done ; I hope!! thanks for ur responses in advance.
0	Ok; I'm not sure how much truth there is in this as I heard it on QBS last night and can't seem to find any articles about it; BUT; apprantely Dubai is passing a law requiring anyone applying for residency to pass a cultural awareness test. What says you? Good idea or Bad?
1	I am thinking of changing gyms when I go back this time; but I wanna train early in the morning as opposed to regular hours when they are crowded; anyone know of any 24 hour gyms in Qatar? I doubt they exist knowing Qatar...
1	Good morning everybody..hows your sleep? after my conversation with my GF yesterday. I decided to do car Shampoo to my jeep; it's dirty inside weeww...   I live in Al hilal Area; anyone know where can i do shampoo for the car? Please help me..i need it before summer..it's stink of cat pisss   Thanks guys  
0	i got back from 5 days holiday and i found out there are rats in my house!can anybody give me any good advice or rodent control number?my wife and 2 kids(3yrs and 1 yr) are still holidaying in my home country.i want to get rid of the rats and clean house before they come back so that they wont catch any of the rodent-carried diseases. any suggestion is welcomed.
1	I had encountered a traffic fine of qr 6000 for crossing red signal recently by error. Is there any possibility of getting this fine relaxed to some extent since its a huge amount.. Is there any possibility if i go to the traffic department and request to the captain?
1	Does anyone know where Nissan Dealers Saleh Alhamad Almana Co's main showroom is located?
0	Hi QL; could you please advice on what is an average salary in Investment bank/Private equity in Doha for a guy with 5-6 years of experience? More specifically; I would be interested to know what can be considered as an average: i) base salary ii) allowances (transportation and accomodation) iii) bonus. I come from Europe with 5+ years experience. Many thanks for your help!
0	Please let me kno how to get a job here in qatar...???
2	I'm tired of being single and alone in Doha. I'm tired of hearing that Doha is a family place. I'm tired of being surrounded by couples and families. I'm really tired of it all. Where are the singles in Doha? I really could do with some single people to go out with from time to time.
0	Did you guys get to see it?? It lasted for 10 minutes!
1	I resigned from my job in Dubai and decided to accept an offer in Qatar. My sponsor informed me that I have to get my degree certificates attested in Qatar embassy. I inquired in Qatar embassy UAE but I was given two options. I can have it attested in Qatar embassy Philippines or Qatar. Do I need to have my degree certificates attested first to apply for my entry visa to Qatar?
2	looking for somebody to ride with or any cycling club that will welcome me mail me at onin_edward@yahoo.com thanks.
1	My husband is coming to Qatar on visit visa having my father as his sponsor. Is it possible for him to transfer his visa if he finds a job here during his visit?   Kind Regards & Thankyou
0	Hi there; we are not successful in finding a pet store in Doha. Is there any that somebody could recommend for buying all necessary stuff for cats? Thanks!
0	Please help me. How to rid of cats? In front of my flat main door; three to four cats everyday using as toilet. they do mash every day. How to rid of this. Please give any spray or any powder to use. Or give any ideas please Thanks.
0	I read in a good book given to us by a resident of qatar which gives you insight into everything qatar. It is informative and very useful. Giving you information from which taxi service to ring to customary do's and dont's. To the point; if its customary not to stare Why why why are so many people doing it pray tell????? All proceeds are welcome.
2	Did anyone see the accident last night at sheraton round about??? Qatari woman was driving the car; and after the accident i saw the women crawling out and far from coz the car went on fire. i was making u turn on the roundabout when the accident happened but i didn't see the second car!!!! so just wondering if anyone has more info!
2	howes your Weekend & where u spend your day?
0	does anyone knows shop for abayas with good price; auz the shop i saw the price is expensive
1	Hello! Just wanted to say HI and MAY I JOIN IN? My husband's leaving for Qatar on the 29th (for the first time) and hopefully; our daughter and I will follow once he's over his probationary period. Do you; guys have any idea how soon can we get our visa? He'll be working with QP; and probationary period is 3 months. Thanks!
0	Just wondering if it's worth shipping the kids bikes; skateboards; xbox360 etc over with our other personal effects from New Zealand? What have others done? Cheers!
2	Okay Im not sure if this is appropiate; as I am not trying to offend anyone. But I keep hearing some Middle Eastern people tell me that the Qatari weddings are known for getting down and dirty. Behind all these smiles; no one tells me what this means.... Â What the heck happens at these weddings!??? I would really like to know!
0	there was an article in da paper about a new school opening named ISL (International School Of London) in Duhail area.  Does anyone know how good dis school is ??
2	shocks when i get out of my car? Does anyone else experince this? its driving my brain!
0	Does anyone know where I can get good islamic books related to women in English...I tried jarir but they dont have and the some of the islamic libraries I know are shut down now and some of them just have books in Arabic... any suggestions? Thanks in advance and jazakallahu khair
2	http://www.ndtv.com/news/india/doctors_work_together_but_eat_by_caste.php This is about highly educated Doctors in an Indian Medical College whose food is cooked in separate kitchens based on their caste hierarchy! When this is how educated Indians live in India; what right do Indians have to complain about Racism elsewhere?
2	Stop sending friendsheep PMs... Are you blind? cant you read my profile.. I am not lookin for friendsheep...and am over 66 I dont have place for any more sheeps in my shed... Last and final warning!! Dont you know the meaning of NOT INTERSTED?? I dont know to say that in your language anwayz.. next time I will copy paste your PM…..beware!!
0	I am looking for a quraan teacher; or perhaps a good school for memorisation - perhaps someone can help me with this. Does anyone know if classes are given in the mosques around Doha for this as well? I am particualrly interested in the Umar bin Khattab masjid.
0	which is the best economical car in qatar?
0	- Where can I find a car dealing who would provide me with a price estimate for 2011 Toyota RAV4. I need to know the value of a car and have an official estimate for it. -how much would this service cost?
1	There used to be a chircopractor on D-ring near to Mall roundabout; practising under the name of ""American Chircoprator"". The clinic has closed ... does anyone know if Dr Cyrus is still in Doha?"
1	plaese som1 tell me when is eid??.Is it tomorrow??.
2	Such a beautiful morning today...first time i have seen huge cloudy weather in Qatar...woke up at 4 30 and had a long walk in Corniche...OMG it was so nice today..
0	hi all good morning i would like to know whether qatar gov has stopped impossing fine for trvling with kids in front seat. these days i find every mothers sitting in front with their kids...i too have a kid and would love to do so....but hesitant as not sure about the rule ........ you have any idea?
2	I like to edit my posts... this is one of my (bad) habits... And that’s why I am loosing my points! (Or is that your way to discourage us to edit our posts?) They are all going to some mystic amira... This ""amira"" will soon have more points than I do! lol... ""User amira earned 1 points! Total now is 17 points. User qatarisun lost 1 points! Total now is 586 points. """
0	Hi QLers; Weekend is round the corner. Let's try something new. What is your favourite dish from which restaurant in Qatar?
0	My Symantec Norton Internet security is expiring this month; I purchased it year back for some 300 QR; again for renew its asking for 180 QR (for 1 license). Every year paying for the software is boring. Isnt any antivirus for one time pay? Kindly advice on any windows security if laptop is at minimal at use (but ofcourse all the time on internet). I have Win 7. Thanks in advance
2	1) sardar lost his cheque book bankmanager:be careful anyone can put ur sign sardar :Iam not a fool Ihave already signed all cheques 2) sardar watching star movies during the commercial break it says "" U are watching star movies sardar : how they know that?"
0	my baby boy is 7 days old.At the time of birth his weight was 2.1kg..he is perfactly healthy but i m little worried aboout his weight.my wife is breastfeeding him and we have arrenged one housemaid to give massage to him.Can any one tell me that what should we do to increase his weight?
2	I got a parking fine for parking the street (opposite the City Center) last Friday! and I've been doing this for few months back. And many still parking there. But I didn't received any parking ticket stick to my car??? So you'll never know when the traffic police will strike and give parking fine huh. Who else got a parking fine out there. Join the party!!!
2	hey if anyone plays basketball please drop a message below :) its been a long time my friend and i played so we'd love to play some basketball here in doha in the weekends.. thanks..
2	Everyone says curiosity killed the cat. When will people admit that it's stupidity that killed the cat and curiosity was only framed? Great minds already know this to be true but when will it manifest itself to the more common minds? Just something to ponder upon amidst the daily struggles with the culture of the stupid.
0	Education:Business Adm. Exp.:8 years Job :management controller in Eur. Co in Qatar newly established. status: single. Basci Salary: 5500 QR Housing : provided by the co.(payed separetly&directly by the co.) Transp.: Car provided by the Co. One yearly ticket to home country. Plz advise is it a good offer and if not how much should be the basic slry to save some money.
0	where is the best place to go for ear/nose piercing???
0	I plan to invite my girlfriend to have a nice and romantic candle light dinner; can anybody suggest me where to go in Doha?
0	Today's Gulf Times carried an article where recommendations were made to make arabic language and sharia compulsory in curricula of all expat schools in Qatar. How do QL'ers with school going kids feel about this? Make your opinions heard.
0	How is Education at MES School Qatar? I was planning to get my kids admission in this school. Appreciate if you could comment; recommend other school at Par. Thanks.
1	Hey there guys!!! Do anyone here know the where abouts of Canadian Embassy in Qatar? Does it even exist; considering that there are a lot of Canadians here in Qatar.
2	An NY times article that gives an insight into Qatari lifestyle and its effects on general health. http://www.nytimes.com/2010/04/27/world/middleeast/27qatar.html?scp=5&sq=qatar&st=nyt Health and wealth; they never go together. :)
1	Can anyone tell me if i can learn to fly in Qatar?
1	Does anybody knows a lady fitness center; exept the one at salwa road? thanks for your help.
0	Is it right to resign from your job at this time of global crisis? the reason is i'm not doing anything in the office. I feel bored everyday. I fee useless; but I'm hesistant to resign because of the condition today even that I'm on husband sponsor. Please advise me.
0	I'm fairly new to Qatar. For those who (legally) enjoy an alcoholic beverage; what is your favorite place besides your own home? The couple bars I've tried are too pretentious and sterile to call a home away from home. I'd appreciate some suggestions.
0	I would like to rent a car with cheap price lower than 1000QR. could anybody advise? i'm living in the airport area.
2	hello guys! anybody here interested in wall/rock climbing? i am a mountaineering enthusiast from phils. since no mountains here i was thinking wall/rock climbing is a better subtitute and at the same time preparation for my upcoming climbs on my vacation. i found 1 wall climbing in city center but it's too expensive.  
2	aaaaaaaaaaaaaaaaaaaaaaaaa...... aaaaaaaaaaaaaaaaaaaaaaaaa...... aaaaaaaaaaaaaaaaaaaaaaaaa...... aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap !!! (incase you didn't get what i said; checkout the video..something to bring a smile on your face with old sweet memories) http://www.youtube.com/watch?v=41RFw9aqIxM&feature=related Morning everyone; hows it going?? I had an AWESOME weekend; how about you guys ???
0	Hello everyone; A fairly straightforward question for you all: what type of jobs typically command a salary of 30-40k QAR per month (allowances are in addition to this salary) in Qatar? I'm from the UK and have applied for a job that has this salary. I think it's pretty awesome (please correct me if I am wrong) and was just wondering how it compared with other jobs. Thanks very much in advance for your help.
0	In this modern world; people judge you based on how you look while at the same time speak out that beauty is only skin deep. So whats your opinion?
2	Went throught a lot of recent topics. Where is this website headed to? I don't think this is the right direction. I'll stop wasting my time here and visit on a read only mode. Happy QLing guys. Bye.
0	Is there any private clinic in qatar or hospital that i can give birth which cost only 10;000 riyal. Cause my doctor said if i give birth in doha clinic it will cause me around 20;000 to 25;000 riyal. I dont want in hamad hospital. So pls can u suggest other private hospital that will cost me less? Thank you.
1	Hi guys.. Does anyone of you know how to apply a schengen visa particularly french visa? Im planning to travel for vacation but the info i read in google confuses me... It looks complicated to me.
0	Hi...I've just been offered a job (grade 6) as a Recruitment/HR personel. Basic: QR5400; Housing:QR2500;Transport allowance:QR600 per month. I have only 10 days to take up or reject this offer. Is there room for negotiation with companies in Qatar. My future employer should I take this up will be Qatar Airways. Btw; I am from S'pore. Surely appreciate any kind of help or information. Thank you:)
0	I'll be leaving Qatar in a few months.  I want to sell my car.  How long does it take to sell a car?  A few weeks?  One month?  A few months?
0	Hello; all! What is a good monthly salary range and benefit package for Attorneys (Legal Counsels) in Doha; Qatar; particularly working for Qatar Petroleum or Qatar Foundation? I am a Caucasian; American Muslim Convert Attorney from California. Thank you. I appreciate your response.
0	What is the best car to buy(good maintenance and good shape and performance);the budget is between 45000-60000.
0	Koala is a french-English nursery;I would like to know if anybody have an expereince with this nursery ;pls advice.Thanks
1	Hello Fellow QL'ers; does anyone have a number for a company called tasweeq? aand yes; i did try 180; but as we all know.....
1	Could someone please tell us where are the healthy eating shops as an alternative to the fat food places here. Only reply if you know of any alternatives i dont want to hear about wackdonalds or burgerfling.
1	for family visit visa immigration need marriage certificate should be attested by Indian embassy and then foreign ministry in Qatar.last week i visited indian embassy but they refuse to attest; so where can i get attest marriage certificate??? pls help me if anyone knows about this procedure. thanks.
2	[img_assist|nid=54388|title=Placenta cream ????|desc=|link=none|align=left|width=440|height=388] What the hell do you do with Placenta cream ??????
2	Wish you all a good night and sweet dreams.
2	Hello; Just came back from Barcelona where they have the best Paellas ever. This just woke up the Paella fire deep inside me ;) Anyone actually knows of a place that serves authentic Spanish Paellas in Doha ? Desperately Paella Hungry. Thanks ;)
0	Hi All; I just wanted to know where can i get the best hair relaxing treatment in Qatar? I have extremely frizzy hair and i need to get it fixed ASAP but with the best. I have generally seen that ladies who do hair relaxing or hair rebounding jobs here; their hair looks like dry grass. I need someone who can make it look extremely natural; as if i was born with it. Ladies please help!!!
0	My wife and I are moving to Qatar in October from The USA (Texas) SHe is a bit concerned on what is proper dress for women. We have been told that anything is fine as long as her sholders are covered and her knees....She is very upset about having to ""cover up"" when its 115' degrees outside. What is acceptable?"
0	Hi I am in the process of signing a contract for a 2 Bdrm apartment at the Ezdan towers in westbay. The sales pitch was great and the show apartment I visited seeme OK. from the earlier postings I sensed there are problems there. can anyone help? Should I go ahead or not ?
0	Qatar should think of making Amusement parks and Water theme Parks other than making Buildings and villa with no one to stay in??? Whts your Say on this???
0	I know this subject has been discussed before but I need real life examples or professional opinion please: Terminated from company; no intention to provide NOC; and personal loan from bank (with signed approval from sponsor to take the loan) which needs 3.5 years to be covered. What am I supposed to do? Anyone can help with real examples or legal opinion... Much appreciated!
2	I am the only English lady who likes the Qube? The music is good to dance too; the people are friendly and the prices reasonable but whenever the name is mentioned all people talk about is the ""ladies for sale"" there; for goodness sake like most places if thats what you want then good luck..... Whatever anyone says I like going there ;-) B x"
1	Hi everyone; i asked my friend to process a visit visa for me (am currently in Dubai) and i was shocked when she told me that i need to prepare atleast 3-5 thousand dirhams as a show money as per the travel agency there in Qatar. Please help me reconfirm if this is true? As i am leaving Dubai very soon and so bad that i don't have that enough cash to show in the airport. Thanks so much for all you replies. God bless us all :)
2	WOMAN: Father; I confess. Every time I look at other women during mass; I realize I’m the prettiest girl in the church. Is it a sin? PRIEST: No; iha! It’s a joke! Big JOKE
0	Morning All; Moving to Doha this month (May) and am looking to find a reliable care leasing company. Any recommendations? thanks
1	I have been getting some stares lately and I have come to realize that its because of my dresses...I wear formals with trousers to office but I tend to wear skirts at home or while shopping...Is it right or ok to wear them or it's prohibited?
0	I have just been informed by my HR department that all 'secretarial' positions now must be Qatarized. Can some one confirm this please ?
0	Can anyone recommend a good female dentist? I haven't been to a dentist yet in Qatar and am a bit worried! Phone numbers and references appreciated!
0	hi friends. my name is Inez ahmed. im from Indonesia. My husband is a SAP specialist. Two weeks ago; he was interviewed by Qatar Petroleum and have sent his sertificate. does anyone know about the process of recruitment in Qatar Petroleum. how long is it? i need more information about Qatar Petroleum. thank you.. best regards; inez ahmed wassalam mualalikum
0	I am asking on a level of ordinary qataris not well placed ones? I see it as they consider qatar as a Bank and come to take money and then stay somewhere else.
0	Hi QL's..  I assume many of you have been out driving in the dunes..  Me and my family arrived just 3 weks ago; we are now looking for a car.  Which car is the best to do the desert safaris?  is it the Hummer H2 or the LX470 or the BMW X5?  I think also a bigger car is more safe in this traffic; everyone drives likes they are sitting on camels..  :-O Cheers
0	My family and I are moving to Doha from the U.S. soon. What are some of the activities for teenages; ages 14-17. I have two in that range; and they enjoy sports...mostly tennis and soccer.
0	o.k. i am frustrated and need some seasoned advice. What are the most important things I should pack in luggage?  I don't know if i can even wear half of the clothes i have here in Florida.  Suggestions?  I am packing right now and it is 2:45 a.m.    HELP! did i say i need assistance......
1	Can i change from work sponsor to husband sponsor even if i am only three months in my company? please advise. thanks.
0	Anybody here who can give advice about working for QP vs. Aramco. What are the main differences; pros/cons between the two? I'm in final talks with both companies; no offers yet but looks promising. Background info: Finance Manager; 40 years; divorced; currently with BP; UK national.
0	I need help; I'm very depressed right now :( He beat me up; punch me and kick me.
0	I'm 17 years old and since everything is expensive in Qatar; my monthly allowance isn't enough and I would like to know if there is any part time jobs out there for students that can give both money and experience at the same time.
1	I wanted to buy a new mobile phone/PDA and wondering whether there's a shop in Doha selling Blackberry? Update : Blackberry now available in Qatar and Price of Blackberry Phones in Qatar on Q-Tel
1	hello im from sri lanka and i want to know how much will it cost to apply 3months working visa in qatar?? this is really urgnt.. please do relpy Thanks
1	Can someone please tell me where can i find Garlic Oil in Qatar? i heard it is good for hairfall. dont know if its true or not but really want to try it. So help me guys!
0	So everyone; its the weekend! This weekend we really want to do something good with our 14 mth old son. Want to avoid Villagio and play centres.........any ideas?????
0	HI All; can anybody tell me the best business opportunity in qatar? I am interested in moving to qatar but dont have enough knowledge about the business environment and best possible opportunities. i will highly appreciate if anyone of you could help.
0	Hi there I do keep harping on about this but with schools commencing in only 6 days - hysteria is at its peak! So if please advise and pls share your experience If your only choices for now were: newton British in al waab Or loydence Academy in Al Azizya Which would u chose Of DID you choose and why? Did newtons Overall reputation affect your disregarding newton British? Many many thanks!!
0	Hi all QLers; i am working in a office; my wife has been offered a job in same office; and if she works we both will be next to each other; i wana know if husband & wife work at same place is it a advantage or disadvantage ? kindly advice im not able to decide; thanks in advance
2	Hello people...let's play this game...you have to write something good about the person whose 'post' is above you on QL.You can write anything and you can write  multiple times. For ex;the person who will respond to my post will write about me ;) and so on. This will be fun... 
0	Anybody knows about SAP course in qatar?. If available; pls give the full details by reply this message.
2	Jesus....a Muslim or a Christian?? See attachment.
2	:)
1	Good Morning ; My 2 children will be joinning the American Academy School in Doha for the new academic year 2009/2010 . They will be in grade 9 and 11 . I don't know when the school will start as we are in Egypt and need to know the exact date to reserve the plane tickets . Best Regards ; Nancy Youssef
0	Hi there I am hoping to take up an offer of employment soon in Qatar. My question is...i currently have a personal loan in the UAE;and will not be able to leave the UAE; before it is settled. Is there anyway I can obtain a personal loan in Qatar before I leave the UAE; so that i can settle my finances her before I leave? Any advise from anyone in a similar situation? Thanks
0	I know this may be a biased question in a Qatar forum; but honestly; what's your advice for someone having 2 quasi similar offers; one in Doha and 1 in Abu Dhabi? and of course mutually exclusive :-)
0	Hi. Anyone please advise me on what is the minimum salary for an accountant job/postion in Doha? And also the usual benefit(s). A million thanks in advance. SS
1	So the other day I was wondering how do people get Qatari passport.. As an indian..I know my chances are pretty slick evn though I was born here..
0	Good day all; If you're like me; and were unfortunate enough to enroll your children at Iqra English School; and endure an utterly useless academic year; I'd like to hear from you. I'd like to spread the word of caution to all unsuspecting parents of this money-grab. Thanks
0	Our daughter is currently in year 5 (9 to 10 years old). My husband has potentially got a job starting in September. Is it possible to get our daughter into a school to start in September; at the beginning of year 6? Any advice would be greatly appreciated. Thanks
0	Have been here a couple of weeks. Drove around te Corniche; but couldn't find access to a proper sandy public beach. Can anyone please advise on where to go (which area of Doha) ? 
2	I'm t the credential verification stage; at what stage are you right now?
2	i had a bad impression in KIA motors near LULU.. y?..coz i am about to loan a car which is the cerato coupe; but the thing is this 2 guys( I think the 2 salesman ) is just seating around and doin nothing!i was expecting like they have to impressed theyre customer or they should introduce theyre new cars..after that bad impression; i think...i am gonna choose other brands..hopefully the management of KIA will read this..
0	We are looking at moving to Qatar; we have a cockapoo who needs regular clipping; is it easy to find dog groomers. Are dogs allowed on the beaches and are there many places to walk dogs in Doha? Thanks Anxious DOg Owner
0	as I was moving my husband's dirty clothes to the hamper this morning; i saw a pink note drop from his trousers' pocket. it wrote; ""pls add me..thank you..."" and then a hotmail address. WTF is going on in this society! ladies slipping small notes of their IM addresses to ""cute"" guys; not checking if he's available or not! so what's a guy gotta do if the chicks themselves are throwing themselves to men like that? any insights...?"
0	I really need to buy massive amount of silica gel. Can anyone advise me please where I can buy these? Cheers
0	hey i am facing a hair fall problem. it's falling everyday like rain drops falling from sky. it's starts falling form last month. am using a brand called nisimindia with olive oil. please give me suggestion about my hair fall.
0	Hello Frenzz...can anybody suggest top 10 spots to visit in dubai? Can we get any package tour to DUBAI from DOHA????
